Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Context,Inclusion,Inclusion.comments,Semantics,Response.variable,Verb.form,Verb.particle,Recipient,Recipient.head,Recipient.type,Recipient.animacy,Recipient.definiteness,Recipient.length,Recipient.coordinated,Recipient.quantified.pronoun,Recipient.contains.contraction,Recipient.contains.acronym,Recipient.contains.multiword.number,Recipient.contains.potentially.relevant.like,Theme,Theme.head,Theme.type,Theme.animacy,Theme.definiteness,Theme.length,Theme.coordinated,Theme.quantified.pronoun,Theme.rate.expression,Theme.contains.contraction,Theme.contains.acronym,Theme.contains.multiword.number,Theme.contains.potentially.relevant.like
dat-1671,NZ,nz-MU,Robert Ritchie,M,1864,give him a bit of a hand .,y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a bit of a hand,hand,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1672,NZ,nz-MU,Robert Ritchie,M,1864,give him a hand,y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a hand,hand,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1673,NZ,nz-MU,Robert Ritchie,M,1864,give him another go .,y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,another go,go,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1674,NZ,nz-MU,Robert Ritchie,M,1864,gave him so many hours,y,,A,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,so many hours,hours,N,T,Indefinite,3,0,0,0,0,0,0,0
dat-1675,NZ,nz-MU,Robert Ritchie,M,1864,gave him the letter,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,the letter,letter,N,I,Definite,2,0,0,0,0,0,0,0
dat-1676,NZ,nz-MU,Robert Templeton,M,1887,gave him the donkey,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,the donkey,donkey,N,A,Definite,2,0,0,0,0,0,0,0
dat-1677,NZ,nz-IA,Runa Williams,F,1917,gave us a a little radio ?,y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,a little radio,radio,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1678,NZ,nz-IA,Runa Williams,F,1917,give you a clue,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,a clue,clue,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1679,NZ,nz-MU,Sam Temple,M,1868,gave them nothing only raw potatoes to eat,y,,A,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,nothing,nothing,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1680,NZ,nz-MU,Sam Temple,M,1868,their god . had given them Pirongia,y,,T,D,given,,them,them,P,A,Definite,1,0,0,0,0,0,0,Pirongia,Pirongia,N,L,Definite-pn,1,0,0,0,0,0,0,0
dat-1681,NZ,nz-MU,Sam Temple,M,1868,give them . - sympathy,y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,sympathy,sympathy,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1682,NZ,nz-MU,Susan McKearney,F,1866,gave me great idea how the place has gone ahead .,y,,C,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,great idea how the place has gone ahead,idea,N,I,Indefinite,8,0,0,0,0,0,0,0
dat-1683,NZ,nz-MU,Susan McKearney,F,1866,give them a few blankets or some groceries of some sort that suited them .,y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,a few blankets or some groceries of some sort that suited them,blankets,N,I,Indefinite,12,1,0,0,0,0,0,0
dat-1684,NZ,nz-MU,Susan McKearney,F,1866,give them . bits of land,y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,bits of land,land,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1685,NZ,nz-MU,Susan McKearney,F,1866,gave us the name of being blacklegs .,y,,C,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,the name of being blacklegs,name,N,I,Definite,5,0,0,0,0,0,0,0
dat-1686,NZ,nz-MU,Susan McKearney,F,1866,give you the year,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,the year,year,N,T,Definite,2,0,0,0,0,0,0,0
dat-1687,NZ,nz-MU,Thomas Lillis,M,1889,gave me a bag of lollies,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,a bag of lollies,bag,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-1688,NZ,nz-IA,Thomas McConnell,M,1903,gave me a bit of a fright,y,,A,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,a bit of a fright,fright,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1689,NZ,nz-IA,Thomas McConnell,M,1903,give me a bit of hurry up .,y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,a bit of hurry-up,hurry-up,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1690,NZ,nz-IA,Thomas McConnell,M,1903,give me a bit of a nudge,y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,a bit of a nudge,nudge,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1691,NZ,nz-IA,Thomas McConnell,M,1903,gave me half a crown,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,half a crown,crown,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1692,NZ,nz-IA,Thomas McConnell,M,1903,give me three stinkies,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,three stinkies,stinkies,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1693,NZ,nz-IA,Thomas McConnell,M,1903,give the horses a spell,y,,A,D,give,,the horses,horses,N,A,Definite,2,0,0,0,0,0,0,a spell,spell,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1694,NZ,nz-IA,Thomas McConnell,M,1903,gave you a medal .,y,,T,D,gave,,you,you,P,A,Definite,1,0,0,0,0,0,0,a medal,medal,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1695,NZ,nz-IA,Thomas McConnell,M,1903,give you ten marbles .,y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,ten marbles,marbles,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1696,NZ,nz-IA,Thomas Ryan,M,1919,give that a bit of a hiding .,y,,A,D,give,,that,that,D,I,Definite,1,0,0,0,0,0,0,a bit of a hiding,hiding,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1697,NZ,nz-IA,Thomas Ryan,M,1919,give them their nicknames,y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,their nicknames,nicknames,N,I,Definite,2,0,0,0,0,0,0,0
dat-1698,NZ,nz-MU,Thomas Steel,M,1874,give him a hand,y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a hand,hand,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1699,NZ,nz-MU,Thomas Steel,M,1874,giving him spoonfuls of whiskey,y,,T,D,giving,,him,him,P,A,Definite,1,0,0,0,0,0,0,spoonfuls of whiskey,spoonfuls,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1700,NZ,nz-MU,Thomas Steel,M,1874,gave them . ahh . enough timber to build a hut,y,,T,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,enough timber to build a hut,timber,N,I,Indefinite,6,0,0,0,0,0,0,0
dat-1701,NZ,nz-IA,Vera Hayward,F,1902,give them some jam .,y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,some jam,jam,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1702,NZ,nz-IA,Vera Hayward,F,1902,giving them the benefit of the doubt,y,,A,D,giving,,them,them,P,A,Definite,1,0,0,0,0,0,0,the benefit of the doubt,benefit,N,I,Definite,5,0,0,0,0,0,0,0
dat-1703,NZ,nz-IA,Verdon Sheehy,M,1896,give him?] directions,y,,C,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,directions,directions,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1704,NZ,nz-IA,Verdon Sheehy,M,1896,gave him indefinite leave without pay,y,,A,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,indefinite leave without pay,leave,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-1705,NZ,nz-IA,Verdon Sheehy,M,1896,gave me something to do .,y,,A,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,something to do,something,I,I,Indefinite,3,0,0,0,0,0,0,0
dat-1706,NZ,nz-IA,Verdon Sheehy,M,1896,give me the reins,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,the reins,reins,N,I,Definite,2,0,0,0,0,0,0,0
dat-1707,NZ,nz-IA,Verdon Sheehy,M,1896,gave these two doctors a dressing down,y,,A,D,gave,,these two doctors,doctors,N,A,Definite,3,0,0,0,0,0,0,a dressing down,down,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1708,NZ,nz-IA,Verdon Sheehy,M,1896,give you a severe lecture,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,a severe lecture,lecture,N,I,Indefinite,3,0,0,0,0,0,0,0
dat-1709,NZ,nz-IA,Violet Dingwall,F,1910,gave him the job,y,,A,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,the job,job,N,I,Definite,2,0,0,0,0,0,0,0
dat-1710,NZ,nz-IA,Violet Dingwall,F,1910,gave me the money they paid -,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,the money they paid,money,N,I,Definite,4,0,0,0,0,0,0,0
dat-1711,NZ,nz-IA,Violet Dingwall,F,1910,gave the mothers . free afternoon,y,,A,D,gave,,the mothers,mothers,N,A,Definite,2,0,0,0,0,0,0,free afternoon,afternoon,N,T,Indefinite,2,0,0,0,0,0,0,0
dat-1712,NZ,nz-IA,Violet Dingwall,F,1910,gave them some money.,y,,T,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,some money,money,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1713,NZ,nz-IA,Violet Dingwall,F,1910,giving you your orders,y,,C,D,giving,,you,you,P,A,Definite,1,0,0,0,0,0,0,your orders,orders,N,I,Definite,2,0,0,0,0,0,0,0
dat-1714,NZ,nz-IA,Violet Eccles,F,1900,give it a sweet . a bit of a push .,y,,A,D,give,,it,it,P,I,Definite,1,0,0,0,0,0,0,a bit of a push,push,N,I,Indefinite,5,0,0,0,0,0,0,0
dat-1715,NZ,nz-IA,Violet Eccles,F,1900,gave me a class of . boys that . none of the men could manage .,y,,A,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,a class of boys that none of the men could manage,class,N,C,Indefinite,11,0,0,0,0,0,0,0
dat-1716,NZ,nz-IA,Violet Eccles,F,1900,gave me a doll,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,a doll,doll,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1717,NZ,nz-IA,Violet Eccles,F,1900,give us a a . a y a piece of paper each,y,,T,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,a piece of paper,piece,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-1718,NZ,nz-MU,Vivian Young,M,1885,gave him . a farm near Christchurch .,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,a farm near Christchurch,farm,N,I,Indefinite,4,0,0,0,0,0,0,0
dat-1719,NZ,nz-MU,Vivian Young,M,1885,give him a shilling,y,,T,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a shilling,shilling,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1720,NZ,nz-MU,Vivian Young,M,1885,give him a sovereign .,y,,T,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a sovereign,sovereign,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1721,NZ,nz-MU,Vivian Young,M,1885,gave him the pheasants,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,the pheasants,pheasants,N,A,Definite,2,0,0,0,0,0,0,0
dat-1722,NZ,nz-MU,Vivian Young,M,1885,gave the boy the shilling,y,,T,D,gave,,the boy,boy,N,A,Definite,2,0,0,0,0,0,0,the shilling,shilling,N,I,Definite,2,0,0,0,0,0,0,0
dat-1723,NZ,nz-MU,Vivian Young,M,1885,give the press the information .,y,,C,D,give,,the press,press,N,C,Definite,2,0,0,0,0,0,0,the information,information,N,I,Definite,2,0,0,0,0,0,0,0
dat-1724,NZ,nz-MU,Vivian Young,M,1885,give them another rip,y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,another rip,rip,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1725,NZ,nz-MU,William Dufty,M,1865,give him a month .,y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,a month,month,N,T,Indefinite,2,0,0,0,0,0,0,0
dat-1726,NZ,nz-MU,William Dufty,M,1865,give him ten pounds .,y,,T,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,ten pounds,pounds,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1727,NZ,nz-MU,William Dufty,M,1865,give him two pound,y,,T,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,two pound,pound,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1728,NZ,nz-MU,William Dufty,M,1865,give me his eldest daughter .,y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,his eldest daughter,daughter,N,A,Definite,3,0,0,0,0,0,0,0
dat-1729,NZ,nz-MU,William Dufty,M,1865,gave Reiker at Kerikeri his big roan horse .,y,,T,D,gave,,Reiker at Kerikeri,Reiker,N,A,Definite-pn,3,0,0,0,0,0,0,his big roan horse,horse,N,A,Definite,4,0,0,0,0,0,0,0
dat-1730,NZ,nz-MU,William Dufty,M,1865,give them the value .,y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,the value,value,N,I,Definite,2,0,0,0,0,0,0,0
dat-1731,NZ,nz-MU,William Dufty,M,1865,give you all I know about that .,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,all I know about that,all,I,I,Definite,5,0,0,0,0,0,0,0
dat-1732,NZ,nz-MU,William Dufty,M,1865,give you that,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1733,NZ,nz-IA,Will Oliver,M,1907,gave him the answer,y,,C,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,the answer,answer,N,I,Definite,2,0,0,0,0,0,0,0
dat-1734,NZ,nz-IA,Will Oliver,M,1907,given me the answer,y,,C,D,given,,me,me,P,A,Definite,1,0,0,0,0,0,0,the answer,answer,N,I,Definite,2,0,0,0,0,0,0,0
dat-1735,NZ,nz-IA,Will Oliver,M,1907,given them a ring just to . have a talk,y,,A,D,given,,them,them,P,A,Definite,1,0,0,0,0,0,0,a ring,ring,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-1736,NZ,nz-IA,Will Oliver,M,1907,give you that,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1737,NZ,nz-IA,Will Oliver,M,1907,give you the the gem,y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,the gem,gem,N,I,Definite,2,0,0,0,0,0,0,0
dat-1738,NZ,nz-IA,Will Oliver,M,1907,give you the total of it,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,the total of it,total,N,I,Definite,4,0,0,0,0,0,0,0
dat-1739,NZ,nz-MU,William Partridge,M,1895,give you the . pressure,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,the pressure,pressure,N,I,Definite,2,0,0,0,0,0,0,0
dat-1740,NZ,nz-MU,William Partridge,M,1895,give you the pressure,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,the pressure,pressure,N,I,Definite,2,0,0,0,0,0,0,0
dat-1741,NZ,nz-MU,William Warren,M,1874,gave it the name .,y,,A,D,gave,,it,it,P,I,Definite,1,0,0,0,0,0,0,the name,name,N,I,Definite,2,0,0,0,0,0,0,0
dat-1742,UK,uk-plus,uk-plus-139,M,1945,"he said  no. Because he- he'd have willingly have given me it, but he would have upset other  fellas. [2",y,,T,D,given,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1743,UK,uk-plus,uk-plus-187,M,1915,"soon as they saw how he was doing, they started to give him  jobs and pay him two er- seven-poundX-fifty",y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,jobs,jobs,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1744,UK,uk-plus,uk-plus-187,M,1915," there, they have all the proper- but she used to give me one here but now I go down there  and have th",y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,one,one,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1745,UK,uk-plus,uk-plus-187,M,1915,I've- I've got it all  round. And now this arm's giving me trouble now. [13] But is the physiotherapist,y,,A,D,giving,,me,me,P,A,Definite,1,0,0,0,0,0,0,trouble,trouble,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1746,UK,uk-plus,uk-plus-187,M,1915,I couldn't get it up. But er do you know she only give me therapy last  Wednesday and showed me what to,y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,therapy,therapy,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1747,UK,uk-plus,uk-plus-128,F,1945,d they used to  sing and knock on t' door and you gave them money. And we used to go out on New- Year'z,y,,T,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1748,UK,uk-plus,uk-plus-211,F,1920,"ion he would- he would help them, yes and he would give  them homework which wasn't usual for children o",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,homework,homework,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1749,UK,uk-A,uk-A-97,F,1925,"that job. And ee, they wouldn't give me- wouldn't give me permission to change it. That I say- er, that'",y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,permission,permission,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1750,UK,uk-A,uk-A-66,M,1933,"hing? [028] Aye, just going to take them down and give them them. [1] Aye, cos it be a shame if they jus",y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-1751,UK,uk-A,uk-A-66,M,1933,antily dressed young women coming round about and gieing you drink. [1] Plying you with free drinks. (wife,y,,T,D,gieing,,you,you,P,A,Definite,1,0,0,0,0,0,0,drink,drink,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1752,UK,uk-A,uk-A-100,M,1933, there about three-and-a-half year. And then that gave them time to get the new shaft sunk. And they we,y,,A,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,time,time,N,T,Indefinite,1,0,0,0,0,0,0,0
dat-1753,UK,uk-A,uk-A-69,F,1937,"thing. [031] Aye and it- you did nae think ""oh I gave them that"". There were no talk or nothing about i",y,,T,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1754,UK,uk-A,uk-A-101,F,1934,"Mrs.-Black died, she left me her husband's. So it gives us two. [1] So that's the sister, Jean, and then",y,,T,D,gives,,us,us,P,A,Definite,1,0,0,0,0,0,0,two,two,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1755,UK,uk-A,uk-A-69,F,1937,rsday. And when they got theirs on a Thursday they gave you it back. [1] Ah right- cos they'd nothing le,q,verb-particle,T,D,gave,back,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1756,UK,uk-A,uk-A-70,F,1918,houses. And there was one vacant and I got him to give me it. It was a room and a kitchen. It was an up,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1757,UK,uk-A,uk-A-102,F,1925,06] They come fae Nigeria. George had these and he gave  me them. And the wee yins so I aie put in front,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-1758,UK,uk-A,uk-A-102,F,1925,"a hymn-book and George took them back for gie- for gieing us these, you-ken. And they were really awful ni",y,,T,D,gieing,,us,us,P,A,Definite,1,0,0,0,0,0,0,these,these,D,I,Definite,1,0,0,0,0,0,0,0
dat-1759,UK,uk-A,uk-A-102,F,1925,"go to the seats, ken , Ostend. And er, George had gied us er, sandwiches, ken. (inc). so we're sitting i",y,,T,D,gied,,us,us,P,A,Definite,1,0,0,0,0,0,0,sandwiches,sandwiches,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1760,UK,uk-A,uk-A-70,F,1918,"s ""what you walking away for?"" Says ""aye well I'm gave you it"" he says ""it's nae use to me, he says I'm",y,,T,D,gave,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1761,UK,uk-A,uk-A-71,F,1925,he children on it- the schoolteacher up there that gave us it. [1] Oh there's a Dalry school here in Cum,y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1762,UK,uk-A,uk-A-105,F,1911,"up in the lounge. [1] Oh very good. [009] And he gives us all communion. [1] Oh that's great, that's ve",y,,A,D,gives,,us all,us,P,A,Definite,2,0,0,0,0,0,0,communion,communion,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1763,UK,uk-A,uk-A-105,F,1911,"if you don't hear any word, you;ll know that I'll give you something just for anaemia. Got word that aft",y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,something,something,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1764,UK,uk-A,uk-A-106,F,1936,and it was the two boys and they were wanting to give me something you-see. And heer Steven had seen ab,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,something,something,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1765,UK,uk-A,uk-A-106,F,1936,I got it from my headmistress when she retired she gave us all that. Every one of us that. To say thanky,y,,T,D,gave,,us all,us,P,A,Definite,2,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1766,UK,uk-A,uk-A-75,M,1921,ou worry- I'm delighted but I would hope you would give me it back in sometime. [1] Aye what I would do,q,verb-particle,T,D,give,back,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1767,UK,uk-A,uk-A-107,M,1936,"dollars-twenty-cents. I says I've no change, I'll give you it tomorrow.' Aye. [1] Oh for goodness sake.",y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1768,UK,uk-A,uk-A-108,M,1936,"with it. [012] The vet said it's depression- they gave it pills? [013] No, they did p-m- no- they did a",y,,T,D,gave,,it,it,P,I,Definite,1,0,0,0,0,0,0,pills,pills,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1769,UK,uk-A,uk-A-79,M,1933,e. With practically no blood in him and the doctor gave him hell for doing such a thing and then let him,y,,A,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,hell,hell,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1770,UK,uk-A,uk-A-113,M,1913,"I told her- I says no returns to me, please when I gave her them. I says you know I don't go down. [1] A",y,,T,D,gave,,her,her,P,A,Definite,1,0,0,0,0,0,0,them,them,P,I,Definite,1,0,0,0,0,0,0,0
dat-1771,UK,uk-A,uk-A-113,M,1913," on you- I can move that. [017] Wa- wa- wait. You give me that er- it's in the top there. The very top,",y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1772,UK,uk-A,uk-A-113,M,1913,", they gave it- the ginger haired fellow- his son gave me it for my birthday. [1] That's just lovely. [0",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1773,UK,uk-A,uk-A-119,M,1934,"it was used. Belonged to my sister-in-law and she gave me it, that was all. [1] Oh it's amazing in Ameri",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1774,UK,uk-B,uk-B-53,M,1949,"nd working down at the local vets so I'm going to give her one to take back till er, but she can say tha",y,,T,D,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,one,one,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1775,UK,uk-B,uk-B-98,M,1915,"- she 'd do good for her job, and a-thing, I  'll give her credit, but the lassie just was na brought up",y,,A,D,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,credit,credit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1776,UK,uk-B,uk-B-98,M,1915,"he could  na guarantee that the others was gan to gie him it, you-see. Oh, it was comical, but  that",y,,T,D,gie,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1777,UK,uk-B,uk-B-102,M,1919,"he photo of us taen, they had one and all.  So I gave her it. Says 'Now, go away and gie that to your",y,,T,D,gave,,her,her,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1778,UK,uk-B,uk-B-103,F,1917,"gan to take  early retirement, and they would na gie him it, so he- in fact, they 're wanting him to",y,,T,D,gie,,him,him,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1779,UK,uk-C,uk-C-98,M,1918,", you're getting that? Don't you tell anybody I'm gieing you that"" he says. So stayed that term and I was",y,,T,D,gieing,,you,you,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1780,UK,uk-C,uk-C-98,M,1918,n for he taught mi mummy too. [002] Oh he would've gien you some. He would've gien you some battering. I,y,,T,D,gien,,you,you,P,A,Definite,1,0,0,0,0,0,0,some,some,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-1781,UK,uk-C,uk-C-98,M,1918,"e to Dromore for the master and me- (inc) would've gien you beating you-know, he'd have beat you up a bi",y,,A,D,gien,,you,you,P,A,Definite,1,0,0,0,0,0,0,beating,beating,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1782,UK,uk-C,uk-C-98,M,1918,lowance for a long time and then they do nae even gie you money for the first yin. We used to- a boy as,y,,T,D,gie,,you,you,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-1783,UK,uk-C,uk-C-101,F,1915,ng seemed to be far away from me you-know. Must've give  me that to help me you-know. And then she talked,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-1784,UK,uk-C,uk-C-101,F,1915,what was it? Oh pineapple I think it was. And she gave me it and do you know it was lovely. Aye it was,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-1785,UK,uk-C,uk-C-102,M,1927,e was nae going to give me it. He was nae going to give me it at the first for I think he thought the mo,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
