Token.ID,Variety,Corpus,Speaker,Speaker.sex,Speaker.YOB,Context,Inclusion,Inclusion.comments,Semantics,Response.variable,Verb.form,Verb.particle,Recipient,Recipient.head,Recipient.type,Recipient.animacy,Recipient.definiteness,Recipient.length,Recipient.coordinated,Recipient.quantified.pronoun,Recipient.contains.contraction,Recipient.contains.acronym,Recipient.contains.multiword.number,Recipient.contains.potentially.relevant.like,Theme,Theme.head,Theme.type,Theme.animacy,Theme.definiteness,Theme.length,Theme.coordinated,Theme.quantified.pronoun,Theme.rate.expression,Theme.contains.contraction,Theme.contains.acronym,Theme.contains.multiword.number,Theme.contains.potentially.relevant.like
dat-0001,CAN,can-2,can-2-99,M,1987,"boys will be boys.” [1] Oh-my-gosh. [03] Don’t give me that. Like, looking back on that now, I’m-lik",y,,C,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-0002,CAN,can-2,can-2-99,M,1987,some money.”  “Dad gave you money?” “I mean you gave me money.” [02] That was me. [03] “I mean you,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0003,CAN,can-2,can-2-99,M,1987,"was-like, “Yeah, he gave me some money.”  “Dad gave you money?” “I mean you gave me money.” [02] Th",y,,T,D,gave,,you,you,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0004,CAN,can-2,can-2-100,M,1992,"the work and stuff. Course your friends wouldn‘t give you work. They give you like, fun stuff. [2] Wh",y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,work,work,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0005,CAN,can-2,can-2-101,F,1992,"ke, we used to have a milk program, so like, they gave us milk, right, and she’d always tell us weird st",y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,milk,milk,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0006,CAN,can-2,can-2-101,F,1992,"e goes- and then, his brother comes to the door to give you candy and then he leaves and then he lies ba",y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,candy,candy,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0007,CAN,can-2,can-2-105,F,1984,"y it to like annoy me or something.  And he just gives me headaches when he does that like, “Oh g-d, sto",y,,A,D,gives,,me,me,P,A,Definite,1,0,0,0,0,0,0,headaches,headaches,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0008,CAN,can-2,can-2-110,F,1984,"ive me milk, I drink it and sleep. I wake up, you give  me milk, I drink it and sleep. That’s all I do.",y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,milk,milk,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0009,CAN,can-2,can-2-110,F,1984,"leep, or eat.” So, when I wake up, okay, you just give me milk, I drink it and sleep. I wake up, you gi",y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,milk,milk,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0010,CAN,can-2,can-2-110,F,1984,"like, people I know, I don’t even say “Hi”, I just give them looks, like, “Oh, hi,” like, in a way of th",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,looks,looks,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0011,CAN,can-2,can-2-110,F,1984,"re-like, “Are you still dating Kevin?” Like, they give you this, things more and you’re-like, “Weird”,",y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,this,this,D,I,Definite,1,0,0,0,0,0,0,0
dat-0012,CAN,can-2,can-2-112,M,1989,"what else, they yell at me a lot, my dad likes to give me lectures. Not when I’m in trouble, he just t",y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,lectures,lectures,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0013,CAN,can-2,can-2-114,F,1992,"we’re like doing they’re job for them, now they’re giving us something back.  [3] Right. Yeah, oh that’s",q,verb-particle,A,D,giving,back,us,us,P,A,Definite,1,0,0,0,0,0,0,something,something,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0014,CAN,can-3,can-3-65,M,1988,"w sightseeing and do what you want, you-know they give us curfew and we just kind-of like roam around,",y,,A,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,curfew,curfew,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0015,CAN,can-3,can-3-66,M,1986,"d these guys ar-- ain 't so bad either."" They 're giving me support they 're saying, ""Yeah I was like you ",y,,A,D,giving,,me,me,P,A,Definite,1,0,0,0,0,0,0,support,support,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0016,CAN,can-3,can-3-66,M,1986,e all going to read it and then they 're going to give you sympathies. As opposed to when you 're talkin,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,sympathies,sympathies,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0017,CAN,can-3,can-3-67,M,1988,"ts or whatever just to entertain them, right? And give them info because they are really new, right? And",y,,C,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,info,info,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0018,CAN,can-3,can-3-67,M,1988,"t too much, [4] Okay [03] and plus she would like give us treat sometimes, although like- although like",y,,T,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,treat,treat,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0019,CAN,can-3,can-3-72,M,1991,I were playing in the N-H-L I 'd stay in but I 'd give my knee time. I would- I 'd like help it skate I,y,,A,D,give,,my knee,knee,N,I,Definite,2,0,0,0,0,0,0,time,time,N,T,Indefinite,1,0,0,0,0,0,0,0
dat-0020,CAN,can-3,can-3-73,F,1989,e the T-T-C card- [7] Very interesting. [09] So I gave him money for it. [5] A student card? [8] (laugh,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0021,CAN,can-3,can-3-77,F,1984,ut uh sometimes I feel sisterly towards him like I give him advice and I kind-of lecture him sometimes y,y,,C,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,advice,advice,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0022,CAN,can-3,can-3-80,F,1987,dances but semi-formal might be- the- their still giving us semi-formal right but like that 's it that 's,y,,A,D,giving,,us,us,P,A,Definite,1,0,0,0,0,0,0,semi-formal,semi-formal,N,I,Indefinite,2,0,0,0,0,0,0,0
dat-0023,CAN,can-3,can-3-82,F,1985,"""Lorene go outside."" So I 'd go outside and he 'd give - give me shit that I don 't come to class yet he",y,,C,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0024,CAN,can-3,can-3-82,F,1985,dy and like for -- she 'll randomly like just like give us shit 'cause she thinks it 'll make my dad mad,y,,A,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0025,CAN,can-3,can-3-82,F,1985,but like she 's always telling us what to do and giving us shit about stuff and she 's kind-of moody. I,y,,A,D,giving,,us,us,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0026,CAN,can-3,can-3-82,F,1985,r the D-V-D-player. And then he takes up- like he gives us shit that we need to be studying but takes up,y,,C,D,gives,,us,us,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0027,CAN,can-3,can-3-84,F,1985,her [3] Oh that ‘s right [020] When Dan wanted to give me beer and then he like popped it open for me a,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,beer,beer,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0028,CAN,can-3,can-3-85,F,1991,"m- I have a aunt name Sandy, and she um picks who gives us present to who, but nobody knows except her li",y,,T,D,gives,,who,who,P,A,Definite,1,0,0,0,0,0,0,present,present,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0029,CAN,can-3,can-3-87,M,1990,"s grandma ‘s like ninety-two, she ‘s like “Johnny give me coffee.” And this is- it ‘s- it ‘s- I have a s",y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,coffee,coffee,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0030,CAN,can-4,can-4-97,F,1986,ouldn 't give them to you? [001] Well they didn 't give me any so I 'm just assuming. And so they gave- t,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,any,any,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0031,CAN,can-4,can-4-98,F,1988,I need. I need a yes or a no. [002] Well I can 't give you one 'cause I don 't know. [1] What if you cam,y,,C,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,one,one,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0032,CAN,can-4,can-4-99,M,1990,"like a quality kind. It- it gives flexibility, it gives you uh- lightness and you can get stuff like that",y,,A,D,gives,,you,you,P,A,Definite,1,0,0,0,0,0,0,lightness,lightness,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0033,CAN,can-4,can-4-100,M,1988,good. I don 't get homework in English because she gives us time to do it in class- if we finish it in cla,y,,A,D,gives,,us,us,P,A,Definite,1,0,0,0,0,0,0,time,time,N,T,Indefinite,1,0,0,0,0,0,0,0
dat-0034,CAN,can-4,can-4-104,M,1987,"m the Heavens like ""I exist Julio!"" And I can like give him props or wave back or-something. And then we",y,,C,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,props,props,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0035,CAN,can-4,can-4-104,M,1987,"e Illuminati (laughs) You can cut that part out, I give you permission. [4] It 's good to know you 're ta",y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,permission,permission,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0036,CAN,can-4,can-4-81,F,1994,ke money so he started dancing with people so they gave him money to get (inc). But (inc) a gas business.,y,,T,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0037,CAN,can-5,can-5-97,F,1988,ngly all the time and like it 's not like I don 't give her advice. I do. But she just doesn 't use it. S,y,,C,D,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,advice,advice,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0038,CAN,can-5,can-5-97,F,1988,like all they can do is like let you sit down and give you ice. So she likes to complain a lot. And then,y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,ice,ice,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0039,CAN,can-5,can-5-98,M,1987,ah- blah- blah- blah. They 'll just- 'cause macro gives you electricity right? So they won 't need coal,y,,A,D,gives,,you,you,P,A,Definite,1,0,0,0,0,0,0,electricity,electricity,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0040,CAN,can-5,can-5-100,F,1983,have to learn much more. So that 's why they 'll give you credit with that. Who-knows? I-don-t-know.,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,credit,credit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0041,CAN,can-5,can-5-104,M,1991,hen my teacher she- he didn 't- he was too lazy to give us ours. So we couldn 't use the computers the e,y,,T,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,ours,ours,P,I,Definite,1,0,0,0,0,0,0,0
dat-0042,CAN,can-5,can-5-105,F,1991,"s pumping out. And then me and Greg were like ""We gave them that. It was our doing."" And then we got m",y,,T,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-0043,CAN,can-5,can-5-107,M,1985,s like- the non-academic requirements. So they do give you credits. But they give you like P-Kin. credi,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,credits,credits,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0044,CAN,can-5,can-5-111,M,1984,ve me like sixty-bucks from my mom 's- like my mom gives her money to spend every month. She gave me sixt,y,,T,D,gives,,her,her,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0045,CAN,can-5,can-5-111,M,1984,"er by working really hard. Which you-know kind of gives me inspiration to work hard."" (Tape 029a ends) ",y,,A,D,gives,,me,me,P,A,Definite,1,0,0,0,0,0,0,inspiration,inspiration,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0046,CAN,can-5,can-5-111,M,1984,my mom gives her money to spend every month. She gave me sixty because she didn 't want to spend all of,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,sixty,sixty,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0047,CAN,can-5,can-5-111,M,1984,"buy a two-door car. How am I gonna sit in it? I give you rides. You have to give me rides back."" And",y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,rides,rides,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0048,CAN,can-5,can-5-112,F,1986,he very beg-- very beginning of the year. And she gave her acrylics with like for- yeah. Acrylics with,y,,T,D,gave,,her,her,P,A,Definite,1,0,0,0,0,0,0,acrylics,acrylics,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0049,CAN,can-7,can-7-64,F,1896,"the school children holidays and they gave me flowers and of-course you'd get all these flowers,",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,flowers,flowers,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0050,CAN,can-7,can-7-64,F,1896,I was on my own then from New-York on down to Washington but they gave the school children holidays and they,y,,A,D,gave,,the school children,children,N,A,Definite,3,0,0,0,0,0,0,holidays,holidays,N,T,Indefinite,1,0,0,0,0,0,0,0
dat-0051,CAN,can-7,can-7-70,F,1896,"them lunch, you-know and give them dinner, to the men's club once a month and we gave them a good dinner. Sometimes we'd",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,dinner,dinner,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0052,CAN,can-7,can-7-70,F,1896,"Well we used to give dinners to the Men's Club, and give them lunch, you-know and give them dinner, to the men's club once a month and we gave them a good dinner.",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,lunch,lunch,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0053,CAN,can-7,can-7-70,F,1896,"Sometimes we'd give them turkey, sometimes roast beef and sometimes ham.",y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,turkey,turkey,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0054,CAN,can-7,can-7-71,M,1896,"At no time is my secretary or myself on holidays or away. So, we try to give this coverage but really each municipality",y,,A,D,give,,this,this,D,I,Definite,1,0,0,0,0,0,0,coverage,coverage,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0055,CAN,can-7,can-7-75,M,1896,nobody had much money and often through the existing policies we would give them loans and pay them over in some situations.,y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,loans,loans,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0056,CAN,can-7,can-7-88,M,1896,"Over there one's all you wanted, a three finger strap and when they used to just give us one.",y,,T,D,give,,us,us,P,A,Definite,1,0,0,0,0,0,0,one,one,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0057,CAN,can-7,can-7-89,F,1896,"Well, to improve the status of women really and to give them encourage in carrying on in business.",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,encourage,encourage,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0058,CAN,can-7,can-7-122,F,1896,"I'd get her, well Mrs-Campbell always thought she aught to give me something to eat when I got there so I had my second breakfast.",y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,something,something,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0059,CAN,can-b,can-b-97,M,1959," if we're not gonna give them money that's fine, they just like the community.",y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0060,CAN,can-b,can-b-98,F,1935,It just gives you confidence a little bit.,y,,A,D,gives,,you,you,P,A,Definite,1,0,0,0,0,0,0,confidence,confidence,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0061,CAN,can-b,can-b-99,F,1934,Yes that was my first bike my- my aunt gave me hers.,y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,hers,hers,P,I,Definite,1,0,0,0,0,0,0,0
dat-0062,CAN,can-b,can-b-100,M,1957,"he'd say, ""Hey, you-know, that's the North-Star, this is- this is what you look for in a safe-house, this is-"" give them weapons- this type of thing.",y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,weapons,weapons,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0063,CAN,can-b,can-b-102,M,1981,"Well, they didn't really tell me, they just gave me options which weren't even close to what I'd seen from that ah, alternative class",y,,A,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,options,options,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0064,CAN,can-b,can-b-80,M,1943,I gave them each one.,y,,T,D,gave,,them each,them,P,A,Definite,2,0,0,0,0,0,0,one,one,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0065,CAN,can-b,can-b-85,F,1934,"Attention, (inc) however, I do have to give him credit for a lot of things which ah, you-know, had something to do with my life at that point.",y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,credit,credit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0066,CAN,can-b,can-b-87,F,1970,"But I used to think that you had to give them needles, stick your hands up their places, and poke cows out of them.",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,needles,needles,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0067,CAN,can-f,can-f-97,F,1987,"eighty-two, so, I don’t know. And like, Jennifer gives me support. She’s-like, “Oh, you’re off to a go",y,,A,D,gives,,me,me,P,A,Definite,1,0,0,0,0,0,0,support,support,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0068,CAN,can-f,can-f-97,F,1987,"she’s really really nice.  And like, I-dunno, she gave us like, malasadas. And like, she gave you that",y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,"like, malasadas",malasadas,N,I,Indefinite,2,0,0,0,0,0,0,1
dat-0069,CAN,can-f,can-f-102,F,1982,he told David that she felt bad because she didn’t give me anything. </141> <6> (inc) </6> <141> I know I,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,anything,anything,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0070,CAN,can-f,can-f-103,F,1981,"cause, I-don't-know, it's not really my place. I gave him advice if he asked for it, like ""Oh do you th",y,,C,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,advice,advice,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0071,CAN,can-f,can-f-103,F,1981,"e another chance, like what do you have to lose by giving me more time?"" And it was like- and he's like, ""I",y,,A,D,giving,,me,me,P,A,Definite,1,0,0,0,0,0,0,more time,time,N,T,Indefinite,2,0,0,0,0,0,0,0
dat-0072,CAN,can-h,can-h-97,F,1990,so my French teacher decided to give me that.,y,,T,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-0073,CAN,can-h,can-h-97,F,1990,"I get scared but they don't give me nightmares, so I-don't-know why.",y,,A,D,give,,me,me,P,A,Definite,1,0,0,0,0,0,0,nightmares,nightmares,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0074,CAN,can-h,can-h-72,M,1983,"But- and in terms of birthdays when I was younger they gave me presents,",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,presents,presents,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0075,CAN,can-h,can-h-108,M,1963,"They didn't know this, they gave her insulin.",y,,A,D,gave,,her,her,P,A,Definite,1,0,0,0,0,0,0,insulin,insulin,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0076,CAN,can-I,can-I-49,M,1952,"ommon [1] and the parents never [01] parents would give you it, if when you got home [1] right, on top o",y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,it,it,P,I,Definite,1,0,0,0,0,0,0,0
dat-0077,CAN,can-I,can-I-54,F,1922,"ped. So when he found out I could type um, he was giving me stuff to type and then when the teachers found",y,,T,D,giving,,me,me,P,A,Definite,1,0,0,0,0,0,0,stuff,stuff,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0078,CAN,can-k,can-k-70,M,1985,"I'm like, ""Man, that's my dad's I can't give you that.""",y,,T,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,that,that,D,I,Definite,1,0,0,0,0,0,0,0
dat-0079,CAN,can-k,can-k-74,F,1950,"In the f-- the absolute funny story is um any of my male cousins who had given their parents trouble during the winter would be sentenced to the farm for the summer, to work on the farm.",y,,A,D,given,,their parents,parents,N,A,Definite,2,0,0,0,0,0,0,trouble,trouble,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0080,CAN,can-l,can-l-70,F,1969,"they don't allow us to leave her at home, by herself and Kate being in children's-aid, she gives us lectures abut doing that.",y,,C,D,gives,,us,us,P,A,Definite,1,0,0,0,0,0,0,lectures,lectures,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0081,CAN,can-l,can-l-72,F,1956," You knew he was mad if it was my dad who ah um who was giving you heck over something because usually it would be just Mom saying,",y,,A,D,giving,,you,you,P,A,Definite,1,0,0,0,0,0,0,heck,heck,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0082,CAN,can-l,can-l-76,M,1982," Especially fresh water you could do a lot by just giving a village water, or teaching them how to get water.",y,,T,D,giving,,a village,village,N,C,Indefinite,2,0,0,0,0,0,0,water,water,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0083,CAN,can-N,can-N-50,F,1960,"see kids around here and sure enough. And I just gave them shit ""Go home to your basement and rent a m",y,,C,D,gave,,them,them,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0084,CAN,can-N,can-N-54,F,1976,"anted to show you something."" And I said ""Jessie gave me this on our trip."" And I showed them the ring",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,this,this,D,I,Definite,1,0,0,0,0,0,0,0
dat-0085,CAN,can-N,can-N-38,M,1978,"hey had problems with her- I-don't-know they were giving her grief, I really didn 't understand why at the",y,,A,D,giving,,her,her,P,A,Definite,1,0,0,0,0,0,0,grief,grief,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0086,CAN,can-N,can-N-36,M,1959,tences.  [128] That 'd be interesting. So do you give me analysis back or no? [1] Well I 'm not- I 'm,q,verb-particle,C,D,give,back,me,me,P,A,Definite,1,0,0,0,0,0,0,analysis,analysis,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0087,CAN,can-N,can-N-97,F,1954,"North-America, doing something good, and so would give them money, do whatever their- however they 're",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0088,CAN,can-N,can-N-99,F,1967,"sy. So um, you-know and for them, as much as they gave  us encouragement they never thought us- of thems",y,,A,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,encouragement,encouragement,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0089,CAN,can-N,can-N-69,M,1967,it 'll- it 'll help you out in life 'cause it 'll give you money which will pay for the bills and blah-b,y,,A,D,give,,you,you,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0090,CAN,can-N,can-N-103,F,1948,"ng her a roof over her head, they absolutely would give her nothing towards her tuition or expenses or a",y,,T,D,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,nothing,nothing,I,I,Indefinite,1,0,0,0,0,0,0,0
dat-0091,CAN,can-N,can-N-104,F,1948,"e in Scarborough when they moved down there, they gave all the kids money and I got fourteen thousand d",y,,T,D,gave,,all the kids,kids,N,A,Definite,3,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0092,CAN,can-N,can-N-72,F,1972,"an experience to give them Canadian experience, to give them work so that they could go find a real job",y,,A,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,work,work,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0093,CAN,can-N,can-N-104,F,1948,"er birthday and my grandfather was April, and they gave us money you-know, out of the house when they- w",y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0094,CAN,can-N,can-N-105,F,1950,"e [066] yeah, she was upset and she went over and gave him hell for that [7] right [066] but you-know [7",y,,A,D,gave,,him,him,P,A,Definite,1,0,0,0,0,0,0,hell,hell,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0095,CAN,can-N,can-N-73,M,1979,"ented, and a lot of people scoff at him and don 't give him credit, but he 's awesome.  [7] It 's funner",y,,A,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,credit,credit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0096,CAN,can-N,can-N-107,F,1978,"ttles and all that so my parents wouldn 't have to give her formula, good god. Let me tell you, it 's a",y,,A,D,give,,her,her,P,A,Definite,1,0,0,0,0,0,0,formula,formula,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0097,CAN,can-N,can-N-76,F,1972,"late? [096] Four. [095] Four days. And your boss gives you shit. [096] Yeah, first light. First light fr",y,,A,D,gives,,you,you,P,A,Definite,1,0,0,0,0,0,0,shit,shit,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0098,CAN,can-N,can-N-109,M,1976,e.  I remember in this one band- they always just gave us beers anyways. No-one really [7] (inc) [069],y,,T,D,gave,,us,us,P,A,Definite,1,0,0,0,0,0,0,beers,beers,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0099,CAN,can-N,can-N-80,M,1930,eople on the whole have um been adverse to really giving them power at the national level. Um (…) I don,y,,A,D,giving,,them,them,P,A,Definite,1,0,0,0,0,0,0,power,power,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0100,CAN,can-N,can-N-80,M,1930,"can handle, might be fifty people.  And then they give them breakfast and then they 're out on the stre",y,,T,D,give,,them,them,P,A,Definite,1,0,0,0,0,0,0,breakfast,breakfast,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0101,CAN,can-N,can-N-113,F,1979,"rts."" [073] Yeah but not even that but if they 're giving me medicine already for my C-Section, am I gonna",y,,T,D,giving,,me,me,P,A,Definite,1,0,0,0,0,0,0,medicine,medicine,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0102,CAN,can-N,can-N-114,F,1981,e is on the street again and it ma-- and I don 't give him money. It makes me mad. I 'm like- and I- thi,y,,T,D,give,,him,him,P,A,Definite,1,0,0,0,0,0,0,money,money,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0103,CAN,can-N,can-N-115,F,1951,"s live 'cause it was the first plane. What really gave me shivers was as I was watching it, I saw the s",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,shivers,shivers,N,I,Indefinite,1,0,0,0,0,0,0,0
dat-0104,CAN,can-N,can-N-83,F,1969,"d bring ice-cream to everybody, you-know! And he gave me gifts, and he was like, doting on me. I love",y,,T,D,gave,,me,me,P,A,Definite,1,0,0,0,0,0,0,gifts,gifts,N,I,Indefinite,1,0,0,0,0,0,0,0
